NO,Project,commenttext,label,commenttype
874,Hadoop,"/* One common reason is that NameNode could be in safe mode.
         * Should we keep on retrying in that case?
         */",Defect,14
875,Hadoop,"/* One common reason is that NameNode could be in safe mode.
       * Should we keep on retrying in that case?
       */",Design,14
876,Hadoop,"/* Should be this when multiple secure auths are supported and we can
     * dummy one out:
     *     assertEquals(AuthenticationMethod.SECURE_AUTH_METHOD,
     *                  getAuthMethod(true, true, false));
     */",Requirement,14
877,Hadoop,/* Should not be invoked by anyone.  Normally used to set token service */,Design,14
878,Hadoop,"/* Ugly utility, maybe someone else can do this better  */",Design,14
879,Hadoop,"/* We don't need nodesInPath if we could use 'parent' field in 
     * INode. using 'parent' is not currently recommended. */",Design,14
880,Hadoop,"/*
         * TODO we need to change format of the image file
         * it should not contain version and namespace fields
         */",Requirement,14
881,Hadoop,"/*
        * TODO : It doesn't support multiple downloads per ContainerLocalizer
        * at the same time. We need to think whether we should support this.
        */",Requirement,14
882,Hadoop,"/*
   * Assume that this test won't usually be run on a Windows box.
   * This test case allows testing of the correct syntax of the Windows
   * commands, even though they don't actually get executed on a non-Win box.
   * The basic idea is to have enough here that substantive changes will
   * fail and the author will fix and add to this test as appropriate.
   * 
   * Depends on the HardLinkCGWin class and member fields being accessible
   * from this test method.
   */",Test,14
883,Hadoop,"/*
   * The next two methods test the various cases under which we must conclude
   * the replica is corrupt, or under construction.  These are laid out
   * as switch statements, on the theory that it is easier to understand
   * the combinatorics of reportedState and ucState that way.  It should be
   * at least as efficient as boolean expressions.
   */",Test,14
884,Hadoop,"/*
* TODO:
* we need to make sure that if we get fenced and then quickly restarted,
* none of these calls will retry across the restart boundary
* perhaps the solution is that, whenever the nn starts, it gets a unique
* ID, and when we start becoming active, we record it, and then any future
* calls use the same ID
*/",Requirement,14
885,Hadoop,"/**
     * Access point to stuff data into a block.
     * 
     * TODO: Change DataOutputStream to something else that tracks the size as
     * long instead of int. Currently, we will wrap around if the row block size
     * is greater than 4GB.
     */",Design,14
886,Hadoop,"/**
   * Add a submission failed job , such tht it can be communicated
   * back to serial.
   * TODO: Cleaner solution for this problem
   * @param job
   */",Design,14
887,Hadoop,"/**
   * Add a submission failed job's status, such that it can be communicated
   * back to serial.
   * TODO: Cleaner solution for this problem
   * @param job
   */",Design,14
888,Hadoop,TTODO: In future we need to extend this to send more information.,Design,14
889,Hadoop,"/**
   * Class used as expose {@link NameNode} as context to {@link HAState}
   * 
   * TODO:HA
   * When entering and exiting state, on failing to start services,
   * appropriate action is needed todo either shutdown the node or recover
   * from failure.
   */",Design,14
890,Hadoop,"/**
   * Creating snapshots for a directory that is not snapshottable must fail.
   * 
   * TODO: Listing/Deleting snapshots for a directory that is not snapshottable
   * should also fail.
   */",Design,14
891,Hadoop,"/**
   * Lock this on initialClasspath so that there is only one fork in the AM for
   * getting the initial class-path. TODO: This should go away once we construct
   * a parent CLC and use it for all the containers.
   */",Design,14
892,Hadoop,"/**
   * Lock this on initialClasspath so that there is only one fork in the AM for
   * getting the initial class-path. TODO: We already construct
   * a parent CLC and use it for all the containers, so this should go away
   * once the mr-generated-classpath stuff is gone.
   */",Design,14
893,Hadoop,"/**
   * TODO: this test needs to be fleshed out to be an exhaustive failure test
   * @throws Exception
   */",Test,14
894,Hadoop,"/**
  * This array really shouldn't be here. Again, for historical purposes it
  * is.
  *
  * <p>
  * FIXME: This array should be in a private or package private location,
  * since it could be modified by malicious code.
  * </p>
  */",Design,14
895,Hadoop,"/**
 * Licensed to the Apache Software Foundation (ASF) under one
 * or more contributor license agreements.  See the NOTICE file
 * distributed with this work for additional information
 * regarding copyright ownership.  The ASF licenses this file
 * to you under the Apache License, Version 2.0 (the
 * ""License""); you may not use this file except in compliance
 * with the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */",Design,14
896,Hadoop,//        handle(req); //      } //    } // //    //API to be used by tests //    public List<TaskAttemptContainerAssignedEvent> schedule() { //      //run the scheduler,Test,14
897,Hadoop,"//    LinuxContainerExecutor executor = new LinuxContainerExecutor(new String[] { //        ""/bin/echo"", ""hello"" }, null, null, ""nobody""); // TODO: fix user name //    executor.prepareCommandFile(workSpace.getAbsolutePath()); // //    // Now verify the contents of the commandFile //    File commandFile = new File(workSpace, LinuxContainerExecutor.COMMAND_FILE); //    BufferedReader reader = new BufferedReader(new FileReader(commandFile)); //    Assert.assertEquals(""/bin/echo hello"", reader.readLine()); //    Assert.assertEquals(null, reader.readLine()); //    Assert.assertTrue(commandFile.canExecute());",Defect,14
898,Hadoop,//    TODO: fix image for file diff.,Defect,14
899,Hadoop,//  TODO: fix diff report //  @Test,Test,14
900,Hadoop,//  TODO: fix snapshot fsimage //  @Test,Test,14
901,Hadoop,"// A dirty hack to modify the env of the current JVM itself - Dirty, but // should be okay for testing.",Test,14
902,Hadoop,"// assigned and used by JobControl class // mapreduce job to be executed. // some info for human consumption, e.g. the reason why the job failed",Defect,14
903,Hadoop,"// Based on testing, ApplicationMaster executables don't terminate until // a little after the container appears to have finished. Therefore, we // wait a short bit for the cgroup to become empty before deleting it.",Test,14
904,Hadoop,// check map task reports // TODO fix testcase  // Disabling checks for now to get builds to run,Test,14
905,Hadoop,// Check what the current available resources in the cluster are // TODO should we do anything if the available resources are not enough? ,Requirement,14
906,Hadoop,// DFSck client scans for the string HEALTHY/CORRUPT to check the status // of file system and return appropriate code. Changing the output // string might break test cases. Also note this must be the last line  // of the report.,Test,14
907,Hadoop,// Do not display this data node. Remove this entry from status map.  ,Design,14
908,Hadoop,// End of HADOOP-6386 workaround,Design,14
909,Hadoop,// Exception is expected // TODO Change this to assert the expected exception type - post YARN-142 // sub-task related to specialized exceptions.,Defect,14
910,Hadoop,// FIXME: Test Application Cleanup is relying on unnormalized behavior.,Test,14
911,Hadoop,"// get a failed map task attempt, with different locality // TODO: this test does not make sense here, because I don't have // available data set.",Test,14
912,Hadoop,// Hack for local FS that does not have the concept of a 'mounting point',Design,14
913,Hadoop,// hasMismatches is just used to return a second value if you want // one. I would have used MutableBoxedBoolean if such had been provided.,Design,14
914,Hadoop,// I should not be reached again as RackResolver is supposed to do // caching.,Requirement,14
915,Hadoop,"// If dst is '/' on S3, it might not exist yet, but dst.getParent() // will return null. In this case, use '/' as its own parent to prevent // NPE errors below.",Defect,14
916,Hadoop,"// lr1 is not used by anyone and will be removed, only lr3 will hang // around",Design,14
917,Hadoop,// need to use reflection to call the method setSessionTimeZone on // the OracleConnection class because oracle specific java libraries are // not accessible in this context.,Design,14
918,Hadoop,"// Note that this is a hack! Ideally, ClusterStats.getRunningJobStats() // should be smart enough to take care of completed jobs.",Design,14
919,Hadoop,"// NOTE: this really should be a Path, but a Path is buggy and won't // return the exact string used to construct the path, and it mangles // uris with no authority",Defect,14
920,Hadoop,"// NOTE: this really should be a Path, but a Path is buggy and won't // return the exact string used to construct the path, and it mangles // uris with no authority",Defect,14
921,Hadoop,"// Now set mark() to trigger the bug // NOTE: in the fixed code, mark() does nothing (not supported) and //   hence won't trigger this bug.",Defect,14
922,Hadoop,"// On Windows, clean up the short temporary symlink that was created to // work around path length limitation.",Design,14
923,Hadoop,// rename with opts to existing dir // NOTE: rename with options will not move paths into the existing dir,Design,14
924,Hadoop,// Send the acceptance to the app // Ideally this should have been done when the scheduler accepted the app. // But its here because until the attempt is saved the client should not // launch the unmanaged AM. Client waits for the app status to be accepted // before doing so. So we have to delay the accepted state until we have  // completed storing the attempt,Design,14
925,Hadoop,// Setup local RPC Server to accept status requests directly from clients  // TODO need to setup a protocol for client to be able to communicate to the RPC server  // TODO use the rpc port info to register with the RM for the client to send requests to this app master,Design,14
926,Hadoop,// should not call this constructor directly. use static factory methods.,Design,14
927,Hadoop,"// Test has multiple name directories. // Format should not really prompt us if one of the directories exist, // but is empty. So in case the test hangs on an input, it means something // could be wrong in the format prompting code. (HDFS-1636)",Test,14
928,Hadoop,"// The test working directory can exceed the maximum path length supported // by some Windows APIs and cmd.exe (260 characters).  To work around this, // create a symlink in temporary storage with a much shorter path, // targeting the full path to the test working directory.  Then, use the // symlink as the test working directory.",Test,14
929,Hadoop,"// This class doesn't support encryption, which is the only thing this // method is used for. See HDFS-3637.",Design,14
930,Hadoop,// this could be because DNS is down - in which case we just want // to retry and not bring RM down. Caller should note and act on the fact // that container is not creatable.,Defect,14
931,Hadoop,// this could be optimized better,Design,14
932,Hadoop,"// This could just be because the client is long-lived and hasn't gotten // a new encryption key from the NN in a while. Upon receiving this // error, the client will get a new encryption key from the NN and retry // connecting to this DN.",Defect,14
933,Hadoop,// this is a dirty hack - but should be ok for a unit test.,Test,14
934,Hadoop,// this is a hack to force the #reportChecksumFailure() method to stop // climbing up at the 'base' directory and use 'dir1/bad_files' as the  // corrupted files storage:,Design,14
935,Hadoop,"// this is an unexpected condition, so dump the whole exception since // it's probably a nasty internal error where the backtrace would be // useful",Defect,14
936,Hadoop,// this is the stupid semantics of FileSystem,Requirement,14
937,Hadoop,"// this is very ugly, but needed to avoid breaking hdfs tests... // if a path has no authority, then the FileStatus from globStatus // will add the ""-fs"" authority into the path, so we need to sub // it back out to satisfy the tests",Test,14
938,Hadoop,// This method is used by BackupStore to reinitialize the // reader to start reading from a different segment offset,Design,14
939,Hadoop,// This method is used by BackupStore to reinitialize the // reader to start reading from a different segment offset,Design,14
940,Hadoop,// This should be reverted to package private once the ImageLoader // code is moved into this package. This method should not be called // by other code.,Design,14
941,Hadoop,"// Throwing the error further out here won't help - the RPC thread // will catch it and report it in a loop. Instead, just log it and // hope somebody will notice from the log. // We log the error only on the first failure so we don't fill up the // JobTracker's log with these messages.",Defect,14
942,Hadoop,// TO DO: This should be replaced to explicitly check exception // class name after YARN-142,Design,14
943,Hadoop,// TODO - what is the range for priority? how to decide? ,Requirement,14
944,Hadoop,// TODO add API to AuxiliaryServices to report failures,Requirement,14
945,Hadoop,// TODO Auto-generated constructor stub,Design,14
946,Hadoop,// TODO bad dependency,Requirement,14
947,Hadoop,// TODO better use use s.getName()?,Design,14
948,Hadoop,// TODO change AbstractService to throw InterruptedException,Design,14
949,Hadoop,// TODO do we need to release this container? ,Requirement,14
950,Hadoop,"// TODO error handling; distinguish IO/connection failures, //      attribute to appropriate spill output",Defect,14
951,Hadoop,// TODO FinBugs - will be fixed after the subsequent fixme,Test,14
952,Hadoop,// TODO hack to work around broken signaling,Design,14
953,Hadoop,// TODO handling of rack blacklisting // Removing from rack should be dependent on no. of failures within the rack  // Blacklisting a rack on the basis of a single node's blacklisting  // may be overly aggressive.  // Node failures could be co-related with other failures on the same rack  // but we probably need a better approach at trying to decide how and when  // to blacklist a rack,Defect,14
954,Hadoop,// TODO should be conf injected?,Requirement,14
955,Hadoop,// TODO should we check that all federated nns are either enabled or // disabled?,Requirement,14
956,Hadoop,// TODO shouldn't remove until ACK,Design,14
957,Hadoop,"// TODO shutdown, better error handling esp. DU",Defect,14
958,Hadoop,// TODO this is currently not being set correctly. We should fix it. // That only matters for statistics extraction.,Defect,14
959,Hadoop,// TODO This should never happen. Probably we missed something!,Defect,14
960,Hadoop,// TODO this sucks. Fix it later,Test,14
961,Hadoop,// TODO we should add handler for service class later,Design,14
962,Hadoop,"// TODO: -1 should be reserved for syntax error, 1 should be failure",Defect,14
963,Hadoop,// TODO: add a new test case for this,Test,14
964,Hadoop,// TODO: Add ACL for LIST_JOBS when we have ability to authenticate //       users in UI // TODO: Add ACL for CHANGE_ACL when we have an admin tool for //       configuring queues.,Requirement,14
965,Hadoop,"// TODO: add expiry for masterKey // TODO: add logic to handle with multiple masterKeys, only one being used for // creating new tokens at any time. // TODO: Make he masterKey more secure, non-transferrable etc.",Design,14
966,Hadoop,// TODO: Add jobName & other job information that is available,Requirement,14
967,Hadoop,"// TODO: all the BPs should have the same name as each other, they all come // from getName() here! and the use cases only are in tests where they just // call with getName(). So we could probably just make this method return // the first BPOS's registration",Test,14
968,Hadoop,"// TODO: all the BPs should have the same name as each other, they all come // from getName() here! and the use cases only are in tests where they just // call with getName(). So we could probably just make this method return // the first BPOS's registration. See HDFS-2609.",Test,14
969,Hadoop,"// TODO: check results for selectInputStreams with inProgressOK = true. // This doesn't currently work, due to a bug where RedundantEditInputStream // throws an exception if there are any unvalidated in-progress edits in the list! // But, it shouldn't be necessary for current use cases.",Defect,14
970,Hadoop,// TODO: commands should implement a -f to enable this,Requirement,14
971,Hadoop,// TODO: create security tests,Test,14
972,Hadoop,"// TODO: DFSAdmin subclasses FsShell so need to protect the command // registration.  This class should morph into a base class for // commands, and then this method can be abstract",Design,14
973,Hadoop,// TODO: DO it over RPC for maintaining similarity?,Requirement,14
974,Hadoop,// TODO: Don't do this kind of checks everywhere.,Defect,14
975,Hadoop,// TODO: FindBugs Valid. Fix,Test,14
976,Hadoop,"// TODO: FIXME assert doesn't help // ^ The condition is benign. Tests should fail and it //   should appear in logs, but it's an internal error //   that should have no effect on applications",Test,14
977,Hadoop,// TODO: for other exceptions,Defect,14
978,Hadoop,// TODO: Get from whitelist.,Design,14
979,Hadoop,// TODO: Group launching of multiple containers to a single // NodeManager into a single connection,Requirement,14
980,Hadoop,// TODO: how does this work in HA??,Requirement,14
981,Hadoop,"// TODO: if a JN goes down and comes back up, then it will throw // this exception on every edit. We should instead send back // a response indicating the log needs to be rolled, which would // mark the logger on the client side as ""pending"" -- and have the // NN code look for this condition and trigger a roll when it happens. // That way the node can catch back up and rejoin",Design,14
982,Hadoop,"// TODO: implement, also need to update metrics in corresponding // SnapshotManager method ",Design,14
983,Hadoop,"// TODO: it's backwards compat, but why is this throwing an exception? // it's not like the shell test cmd",Defect,14
984,Hadoop,// TODO: move to a common with DataNode util class,Design,14
985,Hadoop,// TODO: next two lines are a temporary crutch until this entire // block is overhauled,Design,14
986,Hadoop,// TODO: Not used at all!!,Design,14
987,Hadoop,// TODO: Problem if no header like this,Defect,14
988,Hadoop,// TODO: remove when the error is commonized...,Defect,14
989,Hadoop,// TODO: Remove Windows check and use this approach on all platforms after // additional testing.  See YARN-358.,Test,14
990,Hadoop,"// TODO: saw an NPE here - maybe if the two BPOS register at // same time, this one won't block on the other one?",Requirement,14
991,Hadoop,// TODO: should probably allow path arguments for the filesystems,Requirement,14
992,Hadoop,// TODO: should use create Parents to control intermediate dir creation,Design,14
993,Hadoop,// TODO: Synchro should be at statemachine level. // This is only for tests?,Design,14
994,Hadoop,"// TODO: this can hang for quite some time if the client // is currently in the middle of a call to a downed JN. // We should instead do this asynchronously, and just stop // making any more calls after this point (eg clear the queue)",Design,14
995,Hadoop,// TODO: this is a quick workaround to accelerate the integration of // redesigned commands.  this will be removed this once all commands are // converted.  this change will avoid having to change the hdfs tests // every time a command is converted to use path-based exceptions,Test,14
996,Hadoop,// TODO: This isn't really used in any MR code. Ask for removal.    ,Design,14
997,Hadoop,"// TODO: This isn't the best place, but this class is being abused with // subclasses which of course override this method.  There really needs // to be a better base class for all commands",Design,14
998,Hadoop,// TODO: this should be abstract in a base class,Design,14
999,Hadoop,// TODO: this should be namespace-scoped,Design,14
1000,Hadoop,// TODO: this should go away.,Requirement,14
1001,Hadoop,"// TODO: this will end up in some kind of tight loop, // won't it? We need some kind of backoff",Requirement,14
1002,Hadoop,// TODO: Trigger the LogsManager,Requirement,14
1003,Hadoop,// TODO: validate attemptID,Requirement,14
1004,Hadoop,// TODO: we might change these queue metrics around a little bit // to match the semantics of the fair scheduler.,Design,14
1005,Hadoop,// TODO: We need to take care of scenario when one map/reduce // takes more than 1 slot.,Requirement,14
1006,Hadoop,// TODO: We should do away with this add-then-replace dance.,Requirement,14
1007,Hadoop,// TODO: WebHdfsFilesystem does work with ProxyUser HDFS-3509 //    @Test //    @Test Dir //    @Test Jetty //    @Test Hdfs,Test,14
1008,Hadoop,// TODO: What if null,Defect,14
1009,Hadoop,// TODO: What to do with appLocalRsrcsTracker?,Requirement,14
1010,Hadoop,// TODO: why do we use 'conf' some places and 'jobConf' others?,Requirement,14
1011,Hadoop,// TODO: Why is this event going directly to the container. Why not // the resource itself? What happens to the resource? Is it removed?,Design,14
1012,Hadoop,// Used for built in calls by tests // Use WritableRpcEngine  // Use ProtobufRpcEngine // used for array size //TODO make it private,Test,14
1013,Hadoop,"// Used when creating a new attempt while one is already running. //  Currently we do this for speculation.  In the future we may do this //  for tasks that failed in a way that might indicate application code //  problems, so we can take later failures in parallel and flush the //  job quickly when this happens.",Defect,14
1014,Hadoop,// We do not see a need for user to report block checksum errors and do not   // want to rely on user to report block corruption.,Defect,14
1015,Hadoop,// we have no idea what the error is...  FileUtils masks it and in // some cases won't even report an error,Defect,14
1016,Hadoop,"// With some failures injected, it should still always increase, perhaps // skipping some",Requirement,14
1017,Hadoop,// XXX is this necessary?,Design,14
1018,Hadoop,"// XXX There may be redundant location info available in the event. // We might consider extracting it from this event. Currently this // is redundant, but making this will add future-proofing.",Design,14
1019,Hadoop,// XXX this doesn't need to be volatile! (Should probably be final),Design,14
1020,Hadoop,// XXX Twenty internal version does not support --script option.,Requirement,14
1021,Hadoop,/////////////////////////////////////////////////////// // Used to remove old finished Jobs that have been around for too long ///////////////////////////////////////////////////////,Design,14
1022,Hadoop,//FIXME: handling multiple reduces within a single AM does not seem to //work.,Requirement,14
1023,Hadoop,//GenerationStamp is IRRELEVANT and should not be used here,Design,14
1024,Hadoop,//The check below may not be required every iteration but we are  //erring on the side of caution here. We have seen many cases where //the call to jetty's getLocalPort() returns different values at  //different times. Being a real paranoid here.,Defect,14
1025,Hadoop,"//The linkCount command is actually a Cygwin shell command, //not a Windows shell command, so we should use ""makeShellPath()"" //instead of ""getCanonicalPath()"".  However, that causes another //shell exec to ""cygpath.exe"", and ""stat.exe"" actually can handle //DOS-style paths (it just prints a couple hundred bytes of warning //to stderr), so we use the more efficient ""getCanonicalPath()"".",Requirement,14
1026,Hadoop,"//There is a race here, where more then one thread could be trying to // remove entries.  This could result in too many entries being removed // from the cache.  This is considered OK as the size of the cache // should be rather large, and we would rather have performance over // keeping the cache size exactly at the maximum.",Defect,14
1027,Hadoop,//This is a hack to pass the sleep duration via Gridmix key //TODO: We need to come up with better solution for this.,Design,14
1028,Hadoop,//TODO change this to be random,Requirement,14
1029,Hadoop,//TODO disable check access for now.,Requirement,14
1030,Hadoop,//TODO Make this final if not using JSON // private final StatePool statePool = new StatePool();,Test,14
1031,Hadoop,//TODO Possibly populate job progress. Never used. //report.setMapProgress(progress)  //report.setReduceProgress(progress),Design,14
1032,Hadoop,//TODO Should we use long for size. What if the data is more than 4G?,Requirement,14
1033,Hadoop,//TODO Support deprecated and un-supported keys,Requirement,14
1034,Hadoop,//TODO the Assert below worked. need to check //Should we compare each field or convert to V2 counter and compare,Requirement,14
1035,Hadoop,//TODO this is a hack :( // jobtracker-hostname_jobtracker-identifier_,Design,14
1036,Hadoop,//TODO this should be returning a class not just an int,Design,14
1037,Hadoop,//TODO This should ideally be using it's own class (instead of ClientRMSecurityInfo),Design,14
1038,Hadoop,//TODO XXX Should JobInitedEvent be generated here (instead of in StartTransition),Design,14
1039,Hadoop,//TODO: also note which node?,Design,14
1040,Hadoop,//TODO: fix a bug that previous != oldElement.Set it to oldElement for now,Defect,14
1041,Hadoop,//TODO: fix a bug that previous != oldinode.  Set it to oldinode for now,Defect,14
1042,Hadoop,"//TODO: fix the bug where the speculator gets events with  //not-fully-constructed objects. For now, disable speculative exec",Defect,14
1043,Hadoop,//TODO: Need to come up with a better place to put //this block of code to do with reading the file,Design,14
1044,Hadoop,//TODO: need to update metrics in corresponding SnapshotManager method ,Design,14
1045,Hadoop,//TODO: The test is failing due to the change in HADOOP-7360. //      HDFS-2038 is going to fix it.  Disable the test for the moment.,Test,14
1046,Hadoop,//TODO: The test is failing due to the change in HADOOP-7360. //      HDFS-2038 is going to fix it.  Disable the test for the moment. //@Test,Test,14
1047,Hadoop,//Workaround to handle the problem reported in HADOOP-4744,Design,14
1048,Log4j,//                TODO handle if they don't choose a file,Requirement,14
1049,Log4j,//        TODO should all columns be sorted?  I think so...,Requirement,14
1050,Log4j,//        TODO work out a better way of decorating a component,Design,14
1051,Log4j,//    TODO and maybe play a sound?,Requirement,14
1052,Log4j,"//    TODO This is a Bug or something, but InputEvent.CTRL_DOWN_MASK only works // in JDK 1.4.2 when the LoggerTreePanel is open, if it is closed, it doesn't work... CTRL_DOWN_MASK // is ok though... Strange. Copied the mask from 1.4.2 here",Defect,14
1053,Log4j,//    TODO this is broken while the change from Vectors -> LoggingEvents occurs //    Iterator iter = filters.iterator(); //,Defect,14
1054,Log4j,"// catch this, but just don't assign a value // this should not really occur as this method is // the only one that can remove oos's (besides cleanUp).",Defect,14
1055,Log4j,"// fall through outside synch on interrupt. // This notification is not really needed here,  //   but may be in plausible subclasses",Requirement,14
1056,Log4j,"// FIXME: We should not flood other appenders but at the same time // should output something meaningful (only once though). // Logging not allowed: //getLogger().error( //  ""Attempted to append to closed appender named [{}]."", name);",Requirement,14
1057,Log4j,// FIXME: What happens if the users wanted to set the additivity flag // to false in the config file? We are now potentially overriding her  // wishes but I don't see any other way.,Defect,14
1058,Log4j,// hack - but only thing I care about,Design,14
1059,Log4j,"// Note that we use Class.getDeclaredMethod instead of // Class.getMethod. This assumes that the Level subclass // implements the toLevel(int) method which is a // requirement. Actually, it does not make sense for Level // subclasses NOT to implement this method. Also note that // only Level can be subclassed and not Priority.",Design,14
1060,Log4j,"// this should work, shouldn't it?",Requirement,14
1061,Log4j,// TODO CG better errorHandling code here // no point in continuing,Design,14
1062,Log4j,// TODO format should come from a preference model,Design,14
1063,Log4j,"// TODO this method will NEVER remove the children and repopulates if the node already has // children, be nice to find out // whether VFS can help determine whether it should 'relook' for changes or something.",Design,14
1064,Log4j,// TODO: handle exception,Requirement,14
1065,Log4j,// TODO: this method should be removed if OptionConverter becomes a static,Design,14
1066,Log4j,// TODO: this method should be removed if OptionConverter becomes totally static,Design,14
1067,Log4j,// We could not find resource. Ler us now try with the // classloader that loaded this class.,Design,14
1068,Log4j,"//			TODO need to work out how to suspend the DocumentChangeListener reFilter temporarily while this bit updates",Requirement,14
1069,Log4j,//HACK: Category is the last of the internal layers - pass this in as the class name //in order for parsing to work correctly,Design,14
1070,Log4j,"//TODO DO we need this method, I can find no references anywhere, but // left as is since it's such a large method.... //  public LoggingEvent getEvent(Vector v) { //    Integer ID =",Design,14
1071,Tomcat,"/* because there are problems with JDK1.1.6/SimpleDateFormat with
     * recognizing GMT, we have to create this workaround with the following
     * hardcoded strings */",Design,14
1072,Tomcat,"/* constant_pool[0] is unused by the compiler and may be used freely
         * by the implementation.
         */",Design,14
1073,Tomcat,"/* Disable SSL 3.0/TLS 1.0 CBC vulnerability workaround that was added
     * in OpenSSL 0.9.6d.  Usually (depending on the application protocol)
     * the workaround is not needed.  Unfortunately some broken SSL/TLS
     * implementations cannot handle it at all, which is why we include
     * it in SSL_OP_ALL. */",Design,14
1074,Tomcat,/* TODO: Check for access modifiers here. */,Design,14
1075,Tomcat,"/* XXX XXX XXX Need a major rewrite  !!!!
 */",Design,14
1076,Tomcat,"/*
             * This method is slightly ugly; c'est la vie.
             * ""You cannot stop [ugliness], you can only hope to contain [it]""
             * (apologies to Marv Albert regarding MJ)
             */",Design,14
1077,Tomcat,"/*
             * TODO: Above sounds a little arbitrary. On the other hand, there is
             * no object referenced by Type.NULL so we can also say all the objects
             * referenced by Type.NULL were derived from java.lang.Object.
             * However, the Java Language's ""instanceof"" operator proves us wrong:
             * ""null"" is not referring to an instance of java.lang.Object :)
             */",Requirement,14
1078,Tomcat,"/*
         * For a CustomTag, the codes that are generated at the beginning of the
         * tag may not be in the same buffer as those for the body of the tag.
         * Two fields are used here to keep this straight. For codes that do not
         * corresponds to any JSP lines, they should be null.
         */",Design,14
1079,Tomcat,"/*
         * Temporary hack. If a JSP page uses the ""extends"" attribute of the
         * page directive, the _jspInit() method of the generated servlet class
         * will not be called (it is only called for those generated servlets
         * that extend HttpJspBase, the default), causing the tag handler pools
         * not to be initialized and resulting in a NPE. The JSP spec needs to
         * clarify whether containers can override init() and destroy(). For
         * now, we just disable tag pooling for pages that use ""extends"".
         */",Design,14
1080,Tomcat,"/*
     * APR_STATUS_IS Status Value Tests
     * <br><b>Warning :</b> For any particular error condition, more than one of these tests
     *      may match. This is because platform-specific error codes may not
     *      always match the semantics of the POSIX codes these tests (and the
     *      corresponding APR error codes) are named after. A notable example
     *      are the APR_STATUS_IS_ENOENT and APR_STATUS_IS_ENOTDIR tests on
     *      Win32 platforms. The programmer should always be aware of this and
     *      adjust the order of the tests accordingly.
     *
     */",Test,14
1081,Tomcat,"/*
     * NOTE: This servlet is only intended to be used in single-threaded tests.
     */",Test,14
1082,Tomcat,"/*
     * This method is used for importing and resolving. Resolving has strict
     * criteria for what may be returned. Import does not. Further, as a result
     * of the clarification in https://java.net/jira/browse/JSP-44 any class or
     * package imported using a JSP page directive will also be imported in to
     * the EL environment. The validate flag is used to bypass the validation
     * criteria required by resolving when importing else a typical JSP import
     * (e.g. <%@page import=""java.util.List""%>) would trigger an ELException and
     * a 500 response which is clearly not correct.
     */",Design,14
1083,Tomcat,"/*
     * This method should only be called if there is no chance that the socket
     * is currently being used by the Poller. It is generally a bad idea to call
     * this directly from a known error condition.
     */",Design,14
1084,Tomcat,"/*
     * This method should only be called if there is no chance that the socket
     * is currently being used by the Poller.
     */",Design,14
1085,Tomcat,"/*
     * TODO
     * Temporary method to aid in some refactoring.
     * It is currently expected that this method will be removed in a subsequent
     * refactoring.
     */",Design,14
1086,Tomcat,"/*
     * TODO: Add support for more efficient bulk operations.
     *
     * We don't want to acquire the lock for every iteration, but we
     * also want other threads a chance to interact with the
     * collection, especially when count is close to capacity.
     */",Requirement,14
1087,Tomcat,"/*
  Notes on memory use ( from heap dumps ): 
    - buffers are not yet recycled ( the BBuffers used in channels )
  
    - each active connection consumes at least 26k - 2 buffers + head buffer
     ( 8k each )
     TODO: could 'peak' in the In buffer and move headRecv to HttpChannel
     
     
    - HttpChannel keeps about 64K ( for the hello world ).
    -- res is 25k
    -- req is 32k, BufferedIOReader 16k,
    
   TODO:
    - leak in NioThread.active - closed sockets not removed
    - need to rate-limit and queue requests - OOM
    - timeouts
    - seems few responses missing on large async requests (URL works)     
 */",Design,14
1088,Tomcat,"/*
 * TODO: expectations ? 
 * Fix docs - order matters
 * Crashes in chrome
 * 
 * Test with unit tests or:
 *  google-chrome --use-flip=no-ssl 
 *    --user-data-dir=/home/$USER/.config/google-chrome/Test 
 *    http://localhost:8802/hello
 */",Test,14
1089,Tomcat,"/*
 * TODO: expectations ? 
 * Fix docs - order matters
 * Crashes in chrome
 */",Defect,14
1090,Tomcat,"/** 
         * Headers received from the client (content http server).
         * TODO: deal with version missmatches.
         */",Design,14
1091,Tomcat,"/** 
     * Get an empty request/response pair ( response available 
     * as getResponse() ). Optional set input and output buffers.
     * 
     * This can be used for a connector-less interface to tomcat lite.
     * 
     * TODO: make it independent of coyote !
     */",Design,14
1092,Tomcat,"/** 
 * Extracted from Jasper - maps a template file ( foo/my.jsp ) to a classname
 * that is generated by the UserTemplateCompiler.
 * 
 * TODO: transform this to an interface, paired with UserTemplateCompiler.
 * 
 * @author Costin Manolache
 */",Requirement,14
1093,Tomcat,"/** 
 * TODO: convert to new API
 * 
 */",Requirement,14
1094,Tomcat,"/** Register a component 
     * XXX make it private 
     * 
     * @param bean
     * @param oname
     * @param type
     * @throws Exception
     */",Design,14
